serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed
1070A01ZF97G,0,0,,,,0,0,0,0,0,1,0.0006286335992626846,,2020-10-14,
1070A02QF97G,0,0,,,,0,0,0,0,0,1,0.0002596516569610685,,2020-12-17,
1070A03AF97G,1,1,2023-06-19,2023-06-22,3.0,1,0,0,0,0,0,0.5553855299949646,0.23191116750240326,2020-10-21,971.0
1070A04EF97G,0,0,,,,0,0,0,0,0,1,0.0003586555540096015,,2020-09-24,
1070A04FF97G,0,0,,,,0,0,0,0,0,1,0.00024379449314437807,,2020-11-17,
1070A04LF97G,0,0,,,,0,0,0,0,0,1,0.0002890891919378191,,2020-11-17,
1070A06CF97G,0,0,,,,0,0,0,0,0,1,0.0007512554875575006,,2020-11-10,
1070A07QF97G,0,0,,,,0,0,0,0,0,1,0.0010589574230834842,,2020-08-12,
1070A097F97G,0,0,,,,0,0,0,0,0,1,0.003279453841969371,,2020-10-14,
1070A0A9F97G,0,0,,,,0,0,0,0,0,1,0.0005696702864952385,,2021-01-20,
1070A0AXF97G,0,0,,,,0,0,0,0,0,1,0.0003347923920955509,,2020-08-11,
1070A0B8F97G,0,0,,,,0,0,0,0,0,1,0.0005979238194413483,,2021-09-22,
1070A0DPF97G,0,0,,,,0,0,0,0,0,1,0.004496016073971987,,2021-03-03,
1080A006F97G,0,0,,,,0,0,0,0,0,1,0.0006165538798086345,,2020-11-25,
1080A00QF97G,0,0,,,,0,0,0,0,0,1,0.00035511364694684744,,2021-04-21,
1080A02HF97G,0,0,,,,0,0,0,0,0,1,0.0008584146271459758,,2020-08-12,
1080A02UF97G,0,0,,,,0,0,0,0,0,1,0.00047000651829876006,,2021-03-03,
1080A04AF97G,0,0,,,,0,0,0,0,0,1,0.0012519373558461666,,2020-06-25,
1080A055F97G,0,0,,,,0,0,0,0,0,1,0.00037323281867429614,,2020-11-10,
1080A067F97G,0,0,,,,0,0,0,0,0,1,0.00031809715437702835,,2020-08-12,
1080A09HF97G,0,0,,,,0,0,0,0,0,1,0.000346911430824548,,2021-01-27,
1080A0A7F97G,0,0,,,,0,0,0,0,0,1,0.0005165397888049483,,2020-10-24,
1080A0A9F97G,0,0,,,,0,0,0,0,0,1,0.0003304156707599759,,2020-11-25,
1080A0AWF97G,0,0,,,,0,0,0,0,0,1,0.0004590303578879684,,2021-04-30,
1080A0B9F97G,0,0,,,,0,0,0,0,0,1,0.000599358812905848,,2020-03-19,
1080A0C3F97G,0,0,,,,0,0,0,0,0,1,0.0004647563036996871,,2021-04-30,
1080A0CYF97G,0,0,,,,0,0,0,0,0,1,0.0004627859452739358,,2021-03-11,
1080A0DBF97G,0,0,,,,0,0,0,0,0,1,0.0003397792170289904,,2020-10-14,
1090A00DF97G,0,0,,,,0,0,0,0,0,1,0.000472380081191659,,2020-09-17,
1090A016F97G,0,0,,,,0,0,0,0,0,1,0.00029080198146402836,,2020-12-17,
1090A01AF97G,0,0,,,,0,0,0,0,0,1,0.0004741584125440568,,2020-12-06,
1090A01RF97G,0,0,,,,0,0,0,0,0,1,0.0019773957319557667,,2020-10-21,
1090A021F97G,0,0,,,,0,0,0,0,0,1,0.00045227125519886613,,2020-11-04,
1090A034F97G,0,0,,,,0,0,0,0,0,1,0.000370473979273811,,2021-04-29,
1090A03RF97G,0,0,,,,0,0,0,0,0,1,0.0005473705241456628,,2020-09-17,
1090A04WF97G,0,0,,,,0,0,0,0,0,1,0.0005028857849538326,,2020-09-17,
10A0A013F97G,0,0,,,,0,0,0,0,0,1,0.00024354147899430245,,2021-10-09,
10A0A01HF97G,0,0,,,,0,0,0,0,0,1,0.0003538932360243052,,2021-03-19,
10A0A02GF97G,0,1,2025-03-12,,,0,0,1,1,0,0,0.2698972225189209,0.19324266910552979,2020-03-20,1818.0
10A0A03BF97G,0,0,,,,0,0,0,0,0,1,0.0007517783669754863,,2020-02-20,
10A0A03EF97G,0,0,,,,0,0,0,0,0,1,0.0008069585892371833,,2020-02-20,
10A0A03ZF97G,0,0,,,,0,0,0,0,0,1,0.0007556828204542398,,2020-02-20,
10A0A041F97G,0,0,,,,0,0,0,0,0,1,0.0014352458529174328,,2020-02-20,
10A0A042F97G,1,0,,2020-03-26,,0,0,0,0,1,0,0.0007201298139989376,,2020-02-20,
10A0A04JF97G,0,0,,,,0,0,0,0,0,1,0.0006979808676987886,,2020-02-20,
10A0A04KF97G,0,0,,,,0,0,0,0,0,1,0.001106767333112657,,2020-02-20,
10A0A04RF97G,0,0,,,,0,0,0,0,0,1,0.0019035963341593742,,2020-02-20,
10A0A052F97G,0,0,,,,0,0,0,0,0,1,0.0018395747756585479,,2020-02-20,
10A0A05GF97G,0,0,,,,0,0,0,0,0,1,0.0006061031599529088,,2020-02-20,
10A0A05VF97G,0,0,,,,0,0,0,0,0,1,0.0007063769735395908,,2020-02-20,
10A0A05YF97G,0,0,,,,0,0,0,0,0,1,0.0011691004037857056,,2020-02-20,
10A0A061F97G,0,0,,,,0,0,0,0,0,1,0.0006277385400608182,,2020-02-20,
10A0A06BF97G,0,0,,,,0,0,0,0,0,1,0.0007022005156613886,,2020-02-20,
10A0A076F97G,0,0,,,,0,0,0,0,0,1,0.001140932901762426,,2020-02-20,
10A0A078F97G,0,0,,,,0,0,0,0,0,1,0.0009694508044049144,,2020-02-20,
10A0A07AF97G,0,0,,,,0,0,0,0,0,1,0.0009325214195996523,,2020-02-20,
10A0A07DF97G,0,0,,,,0,0,0,0,0,1,0.0007534148753620684,,2020-02-20,
10A0A07JF97G,0,0,,,,0,0,0,0,0,1,0.0019576167687773705,,2020-02-20,
10A0A07XF97G,0,0,,,,0,0,0,0,0,1,0.0009687443962320685,,2020-02-20,
10A0A085F97G,0,0,,,,0,0,0,0,0,1,0.0007357232389040291,,2020-02-20,
10A0A08CF97G,0,0,,,,0,0,0,0,0,1,0.0010721454164013267,,2020-02-20,
10A0A09GF97G,0,0,,,,0,0,0,0,0,1,0.001273394445888698,,2020-02-20,
10A0A09PF97G,0,0,,,,0,0,0,0,0,1,0.0008004225674085319,,2020-02-20,
10A0A09TF97G,0,0,,,,0,0,0,0,0,1,0.0008271304541267455,,2020-02-20,
10A0A0A7F97G,0,0,,,,0,0,0,0,0,1,0.0027968811336904764,,2020-02-20,
10A0A0AJF97G,1,0,,2023-02-22,,0,0,0,0,1,0,0.09433656185865402,,2020-02-20,
10A0A0AVF97G,0,0,,,,0,0,0,0,0,1,0.008911719545722008,,2020-02-20,
10A0A0BMF97G,0,0,,,,0,0,0,0,0,1,0.0007485513342544436,,2020-02-20,
10A0A0BUF97G,1,0,,2022-10-18,,0,0,0,0,1,0,0.12130609899759293,,2020-02-20,
10A0A0BZF97G,0,0,,,,0,0,0,0,0,1,0.0006987090455368161,,2020-02-20,
10A0A0CEF97G,0,0,,,,0,0,0,0,0,1,0.0008428784203715622,,2020-02-20,
10A0A0CJF97G,0,0,,,,0,0,0,0,0,1,0.0010957666672766209,,2020-02-20,
10A0A0CPF97G,0,0,,,,0,0,0,0,0,1,0.0006231534061953425,,2020-02-20,
10A0A0DDF97G,0,1,2021-11-03,,,0,0,1,1,0,0,0.18181112408638,0.18152327835559845,2020-02-20,622.0
10A0A0DGF97G,0,0,,,,0,0,0,0,0,1,0.0019460798939689994,,2020-02-20,
10A0A0GLF97G,0,0,,,,0,0,0,0,0,1,0.0011313866125419736,,2020-02-20,
10A0A0GWF97G,0,0,,,,0,0,0,0,0,1,0.002181262942031026,,2020-02-20,
10A0A0H4F97G,0,0,,,,0,0,0,0,0,1,0.0012259071227163076,,2020-02-20,
10A0A0HEF97G,0,0,,,,0,0,0,0,0,1,0.0007944582030177116,,2020-02-20,
10A0A0HTF97G,0,0,,,,0,0,0,0,0,1,0.0009506851783953607,,2020-02-20,
10A0A0HUF97G,0,0,,,,0,0,0,0,0,1,0.001605334458872676,,2020-02-20,
10A0A0KCF97G,0,0,,,,0,0,0,0,0,1,0.0007052738219499588,,2020-02-20,
10A0A0KPF97G,1,1,2021-08-09,2021-08-12,3.0,1,0,0,0,0,0,0.3220951557159424,0.20510220527648926,2020-02-20,536.0
10B0A001F97G,0,0,,,,0,0,0,0,0,1,0.0027132893446832895,,2020-02-20,
10B0A00HF97G,0,0,,,,0,0,0,0,0,1,0.001846087398007512,,2020-02-20,
10B0A01CF97G,0,0,,,,0,0,0,0,0,1,0.0007103584939613938,,2020-02-20,
10B0A01ZF97G,0,0,,,,0,0,0,0,0,1,0.0005056413938291371,,2021-04-08,
10B0A02LF97G,0,0,,,,0,0,0,0,0,1,0.000957969983574003,,2020-02-20,
10B0A030F97G,0,0,,,,0,0,0,0,0,1,0.04337199777364731,,2020-10-24,
10B0A03BF97G,0,0,,,,0,0,0,0,0,1,0.0008769115665927529,,2020-02-20,
10B0A03UF97G,0,0,,,,0,0,0,0,0,1,0.0015076574636623263,,2020-02-20,
10B0A04DF97G,0,0,,,,0,0,0,0,0,1,0.0008329032571054995,,2020-02-20,
10B0A055F97G,0,0,,,,0,0,0,0,0,1,0.0009944357443600893,,2020-02-20,
10B0A059F97G,0,0,,,,0,0,0,0,0,1,0.0005177652346901596,,2021-02-26,
10B0A05KF97G,0,1,2026-02-05,,,0,0,1,1,0,0,0.3120294213294983,0.2512693405151367,2020-02-20,2177.0
10B0A05MF97G,0,0,,,,0,0,0,0,0,1,0.0017767113167792559,,2020-02-20,
10B0A063F97G,0,0,,,,0,0,0,0,0,1,0.0009280864614993334,,2020-02-20,
10B0A06BF97G,0,0,,,,0,0,0,0,0,1,0.0011594191892072558,,2020-02-20,
10B0A06KF97G,0,0,,,,0,0,0,0,0,1,0.001339050941169262,,2020-02-20,
10B0A074F97G,0,0,,,,0,0,0,0,0,1,0.001474858378060162,,2020-02-20,
10B0A07GF97G,0,0,,,,0,0,0,0,0,1,0.0006768025923520327,,2021-01-20,
10B0A07SF97G,0,0,,,,0,0,0,0,0,1,0.0013906797394156456,,2020-02-20,
10B0A08DF97G,0,0,,,,0,0,0,0,0,1,0.000818627595435828,,2020-07-09,
10B0A099F97G,0,0,,,,0,0,0,0,0,1,0.0009832994546741247,,2020-02-20,
10B0A09DF97G,0,0,,,,0,0,0,0,0,1,0.0013563288375735283,,2020-02-20,
10B0A09XF97G,0,0,,,,0,0,0,0,0,1,0.0006203108350746334,,2020-12-11,
10B0A0AEF97G,0,0,,,,0,0,0,0,0,1,0.002234985353425145,,2020-03-19,
10B0A0BGF97G,0,0,,,,0,0,0,0,0,1,0.0006773410132154822,,2020-02-20,
10B0A0BKF97G,0,0,,,,0,0,0,0,0,1,0.0006439218414016068,,2020-02-20,
10B0A0DLF97G,0,0,,,,0,0,0,0,0,1,0.0006708004511892796,,2020-02-20,
10B0A0E7F97G,0,0,,,,0,0,0,0,0,1,0.0008528217440471053,,2020-02-20,
10B0A0E9F97G,0,0,,,,0,0,0,0,0,1,0.0011874987976625562,,2020-02-20,
10B0A0EAF97G,0,0,,,,0,0,0,0,0,1,0.0005699662724509835,,2020-02-20,
10B0A0ETF97G,0,1,2024-01-14,,,0,0,1,1,0,0,0.2733398675918579,0.20302723348140717,2020-02-20,1424.0
10B0A0EVF97G,0,0,,,,0,0,0,0,0,1,0.001446735579520464,,2020-02-20,
10B0A0F5F97G,0,0,,,,0,0,0,0,0,1,0.002520220587030053,,2020-02-20,
10B0A0F8F97G,0,0,,,,0,0,0,0,0,1,0.0015769123565405607,,2020-02-20,
10B0A0FDF97G,0,0,,,,0,0,0,0,0,1,0.001443336484953761,,2020-02-20,
10B0A0FJF97G,1,0,,2024-01-04,,0,0,0,0,1,0,0.0016054942971095443,,2020-02-20,
10B0A0FMF97G,0,0,,,,0,0,0,0,0,1,0.0008036079234443605,,2020-02-20,
10B0A0GXF97G,0,0,,,,0,0,0,0,0,1,0.0013787552015855908,,2020-02-20,
10B0A0H9F97G,0,0,,,,0,0,0,0,0,1,0.0006113245617598295,,2020-02-20,
10B0A0HBF97G,0,0,,,,0,0,0,0,0,1,0.0015936497366055846,,2020-02-20,
10B0A0HQF97G,0,0,,,,0,0,0,0,0,1,0.000669752131216228,,2020-02-20,
10B0A0J1F97G,0,0,,,,0,0,0,0,0,1,0.0007580076926387846,,2020-02-20,
10B0A0J8F97G,0,0,,,,0,0,0,0,0,1,0.0016490527195855975,,2020-02-20,
10B0A0JBF97G,0,0,,,,0,0,0,0,0,1,0.000994315487332642,,2020-02-20,
10B0A0JGF97G,0,0,,,,0,0,0,0,0,1,0.0018887832993641496,,2020-02-20,
10B0A0JMF97G,0,0,,,,0,0,0,0,0,1,0.001890111598186195,,2020-02-20,
10B0A0JUF97G,0,0,,,,0,0,0,0,0,1,0.0006856004474684596,,2020-03-20,
10B0A0KAF97G,0,0,,,,0,0,0,0,0,1,0.001031967462040484,,2020-02-20,
10B0A0KDF97G,0,0,,,,0,0,0,0,0,1,0.0016100476495921612,,2020-02-20,
10B0A0KPF97G,0,0,,,,0,0,0,0,0,1,0.001081744208931923,,2020-02-20,
10B0A0KTF97G,0,0,,,,0,0,0,0,0,1,0.0010859775356948376,,2020-06-27,
10B0A0LRF97G,0,0,,,,0,0,0,0,0,1,0.0022849589586257935,,2020-08-12,
10B0A0M6F97G,0,0,,,,0,0,0,0,0,1,0.0016165345441550016,,2020-03-19,
10B0A0MDF97G,0,0,,,,0,0,0,0,0,1,0.00029418591293506324,,2021-06-08,
10B0A0MPF97G,0,0,,,,0,0,0,0,0,1,0.0008450899040326476,,2020-02-20,
10B0A0NRF97G,0,0,,,,0,0,0,0,0,1,0.004372087307274342,,2020-02-20,
10B0A0NUF97G,0,0,,,,0,0,0,0,0,1,0.0019667709711939096,,2020-03-19,
10B0A0NXF97G,0,0,,,,0,0,0,0,0,1,0.001292025321163237,,2020-08-12,
10B0A0PGF97G,0,0,,,,0,0,0,0,0,1,0.0021036432590335608,,2020-03-19,
10B0A0PJF97G,0,0,,,,0,0,0,0,0,1,0.0014916976215317845,,2020-03-19,
10B0A0PXF97G,0,0,,,,0,0,0,0,0,1,0.001172058517113328,,2020-06-27,
10B0A0Q1F97G,0,0,,,,0,0,0,0,0,1,0.0016652230406180024,,2020-08-12,
10B0A0QHF97G,0,0,,,,0,0,0,0,0,1,0.0014140347484499216,,2021-02-26,
10B0A0R0F97G,1,1,2025-11-06,2025-11-27,21.0,1,0,0,0,0,0,0.31571143865585327,0.28555846214294434,2020-02-20,2086.0
10B0A0R8F97G,0,0,,,,0,0,0,0,0,1,0.02139727585017681,,2020-02-20,
10B0A0T6F97G,0,0,,,,0,0,0,0,0,1,0.00047166828881017864,,2020-06-25,
10B0A0TMF97G,0,0,,,,0,0,0,0,0,1,0.0020506596192717552,,2020-03-19,
10B0A0V7F97G,0,0,,,,0,0,0,0,0,1,0.0004009599215351045,,2021-04-30,
10B0A0VFF97G,0,0,,,,0,0,0,0,0,1,0.00041968270670622587,,2021-04-30,
10B0A0VGF97G,0,0,,,,0,0,0,0,0,1,0.0012696015182882547,,2020-02-20,
10B0A0VKF97G,1,0,,2020-12-08,,0,0,0,0,1,0,0.006744938436895609,,2020-03-19,
10B0A0WNF97G,0,0,,,,0,0,0,0,0,1,0.0012660716893151402,,2021-08-04,
10C0A00HF97G,0,0,,,,0,0,0,0,0,1,0.0007284872117452323,,2020-03-19,
10C0A02NF97G,0,0,,,,0,0,0,0,0,1,0.000477357127238065,,2020-03-19,
10C0A02UF97G,0,0,,,,0,0,0,0,0,1,0.0005709732649847865,,2020-10-24,
10C0A03GF97G,0,0,,,,0,0,0,0,0,1,0.0007362043252214789,,2020-12-11,
10C0A03HF97G,0,0,,,,0,0,0,0,0,1,0.00039092221413739026,,2020-07-21,
10C0A03LF97G,0,0,,,,0,0,0,0,0,1,0.0005467708106152713,,2020-07-21,
10C0A044F97G,0,0,,,,0,0,0,0,0,1,0.0007246537716127932,,2020-03-19,
10C0A04CF97G,0,0,,,,0,0,0,0,0,1,0.0003072256513405591,,2020-07-28,
10C0A060F97G,0,0,,,,0,0,0,0,0,1,0.0011855678167194128,,2020-03-19,
10C0A06QF97G,0,0,,,,0,0,0,0,0,1,0.0005243609193712473,,2021-04-30,
10C0A078F97G,0,0,,,,0,0,0,0,0,1,0.0005864307750016451,,2020-03-19,
10C0A07FF97G,0,0,,,,0,0,0,0,0,1,0.0003647225094027817,,2020-07-21,
10C0A07QF97G,0,0,,,,0,0,0,0,0,1,0.0005916156223975122,,2021-09-16,
10C0A08KF97G,0,0,,,,0,0,0,0,0,1,0.00048455825890414417,,2020-03-19,
10C0A09NF97G,0,0,,,,0,0,0,0,0,1,0.0008244396303780377,,2020-07-09,
10C0A0ADF97G,1,0,,2020-12-20,,0,0,0,0,1,0,0.032451555132865906,,2020-03-19,
10C0A0AKF97G,0,0,,,,0,0,0,0,0,1,0.0007700414280407131,,2020-03-19,
10C0A0AVF97G,1,1,2023-03-27,2023-04-08,12.0,1,0,0,0,0,0,0.18842686712741852,0.1883549839258194,2020-03-19,1103.0
10C0A0B3F97G,0,0,,,,0,0,0,0,0,1,0.00029864354291930795,,2021-03-31,
10C0A0BUF97G,0,0,,,,0,0,0,0,0,1,0.0006883663008920848,,2020-10-21,
10C0A0DJF97G,0,0,,,,0,0,0,0,0,1,0.0005997744738124311,,2020-03-19,
10C0A0G0F97G,0,0,,,,0,0,0,0,0,1,0.0014211850939318538,,2020-05-29,
10E0A001F97G,0,0,,,,0,0,0,0,0,1,0.0003502168401610106,,2020-10-29,
10E0A00GF97G,0,0,,,,0,0,0,0,0,1,0.0005730073899030685,,2020-05-29,
10F0A00WF97G,0,0,,,,0,0,0,0,0,1,0.0006373242358677089,,2020-03-19,
10F0A01CF97G,0,0,,,,0,0,0,0,0,1,0.0005358224152587354,,2020-03-19,
10F0A022F97G,0,0,,,,0,0,0,0,0,1,0.0005404098774306476,,2020-03-19,
10F0A02HF97G,0,0,,,,0,0,0,0,0,1,0.000634842028375715,,2020-03-19,
10F0A039F97G,0,0,,,,0,0,0,0,0,1,0.00037849537329748273,,2021-03-03,
10F0A04EF97G,0,0,,,,0,0,0,0,0,1,0.00033958005951717496,,2020-10-14,
10F0A05HF97G,0,0,,,,0,0,0,0,0,1,0.00022704941511619836,,2021-06-08,
10F0A06BF97G,1,0,,2025-09-16,,0,0,0,0,1,0,0.03947681561112404,,2020-03-19,
10F0A071F97G,0,0,,,,0,0,0,0,0,1,0.0006023724563419819,,2020-03-19,
10F0A077F97G,0,0,,,,0,0,0,0,0,1,0.0006494094268418849,,2020-03-19,
10F0A08NF97G,0,0,,,,0,0,0,0,0,1,0.0005560782738029957,,2020-03-19,
10F0A0AHF97G,0,0,,,,0,0,0,0,0,1,0.0005565101746469736,,2021-04-29,
10F0A0BCF97G,1,0,,2023-10-02,,0,0,0,0,1,0,0.0005679384339600801,,2020-03-19,
10F0A0BTF97G,0,0,,,,0,0,0,0,0,1,0.00164912105537951,,2020-03-19,
10F0A0DZF97G,0,0,,,,0,0,0,0,0,1,0.0009174191509373486,,2020-12-09,
10F0A0F2F97G,0,0,,,,0,0,0,0,0,1,0.0006877334672026336,,2020-03-19,
10H0A003F97G,0,0,,,,0,0,0,0,0,1,0.0029467493295669556,,2020-03-19,
10H0A004F97G,0,0,,,,0,0,0,0,0,1,0.0006108181551098824,,2020-03-19,
10H0A00FF97G,0,0,,,,0,0,0,0,0,1,0.004033142235130072,,2020-03-19,
10H0A00GF97G,0,0,,,,0,0,0,0,0,1,0.0006309259333647788,,2020-03-19,
10H0A021F97G,0,0,,,,0,0,0,0,0,1,0.0006073111435398459,,2020-03-19,
10H0A04PF97G,1,0,,2023-05-18,,0,0,0,0,1,0,0.018547168001532555,,2020-08-27,
10H0A04ZF97G,0,0,,,,0,0,0,0,0,1,0.0009425760363228619,,2020-03-19,
10H0A051F97G,0,0,,,,0,0,0,0,0,1,0.00042553903767839074,,2021-04-21,
10H0A053F97G,0,0,,,,0,0,0,0,0,1,0.0008299663313664496,,2020-03-19,
10H0A068F97G,0,0,,,,0,0,0,0,0,1,0.0003007258346769959,,2021-06-08,
10H0A07YF97G,0,0,,,,0,0,0,0,0,1,0.0007696262327954173,,2020-03-19,
10H0A0ASF97G,0,0,,,,0,0,0,0,0,1,0.0005377715569920838,,2021-04-08,
10H0A0BAF97G,0,0,,,,0,0,0,0,0,1,0.0005151244695298374,,2021-02-26,
10H0A0BPF97G,0,0,,,,0,0,0,0,0,1,0.001563402940519154,,2021-04-13,
10J0A02HF97G,0,0,,,,0,0,0,0,0,1,0.0009003977756947279,,2020-03-19,
10J0A02ZF97G,0,0,,,,0,0,0,0,0,1,0.0011805609101429582,,2020-03-19,
10J0A037F97G,0,0,,,,0,0,0,0,0,1,0.0005970394122414291,,2020-03-19,
10J0A04JF97G,0,0,,,,0,0,0,0,0,1,0.000346400192938745,,2020-11-17,
10J0A06DF97G,0,0,,,,0,0,0,0,0,1,0.0007246682653203607,,2020-09-17,
10J0A09WF97G,0,0,,,,0,0,0,0,0,1,0.00047950632870197296,,2021-05-04,
10J0A0A9F97G,0,0,,,,0,0,0,0,0,1,0.0006025505135767162,,2020-06-23,
10K0A010F97G,0,0,,,,0,0,0,0,0,1,0.0005023982957936823,,2021-06-08,
10K0A017F97G,0,0,,,,0,0,0,0,0,1,0.0005415119812823832,,2020-03-19,
10K0A01GF97G,0,0,,,,0,0,0,0,0,1,0.0004375124699436128,,2021-04-30,
10K0A051F97G,0,0,,,,0,0,0,0,0,1,0.002582742366939783,,2020-03-19,
10K0A059F97G,0,0,,,,0,0,0,0,0,1,0.000672092370223254,,2020-03-19,
10K0A05EF97G,0,0,,,,0,0,0,0,0,1,0.022437362000346184,,2020-03-19,
10K0A05HF97G,0,0,,,,0,0,0,0,0,1,0.0005367667763493955,,2020-03-19,
10K0A05JF97G,0,0,,,,0,0,0,0,0,1,0.0007110896985977888,,2020-03-19,
10K0A05SF97G,0,0,,,,0,0,0,0,0,1,0.0015954305417835712,,2020-03-19,
10K0A05TF97G,0,0,,,,0,0,0,0,0,1,0.00035549505264498293,,2020-10-14,
10K0A05WF97G,0,0,,,,0,0,0,0,0,1,0.000577748054638505,,2020-03-19,
10K0A05YF97G,0,0,,,,0,0,0,0,0,1,0.0005415406776592135,,2020-03-19,
10K0A063F97G,0,0,,,,0,0,0,0,0,1,0.0005710193072445691,,2020-03-19,
10K0A067F97G,0,0,,,,0,0,0,0,0,1,0.0020060751121491194,,2020-03-19,
10K0A06CF97G,0,0,,,,0,0,0,0,0,1,0.0005722328787669539,,2020-03-19,
10K0A06LF97G,0,0,,,,0,0,0,0,0,1,0.0006696672644466162,,2020-03-19,
10K0A06RF97G,0,0,,,,0,0,0,0,0,1,0.001489657792262733,,2020-03-19,
10K0A070F97G,0,0,,,,0,0,0,0,0,1,0.0032035387121140957,,2020-03-19,
10K0A073F97G,0,0,,,,0,0,0,0,0,1,0.0011098794639110565,,2020-03-19,
10K0A07DF97G,0,0,,,,0,0,0,0,0,1,0.0005385772092267871,,2020-03-19,
10K0A07JF97G,0,0,,,,0,0,0,0,0,1,0.0006243290263228118,,2020-03-19,
10K0A07NF97G,0,0,,,,0,0,0,0,0,1,0.0006707924767397344,,2020-03-20,
10K0A07RF97G,0,0,,,,0,0,0,0,0,1,0.000751820916775614,,2020-03-19,
10K0A07SF97G,0,0,,,,0,0,0,0,0,1,0.0009783500572666526,,2020-03-19,
10K0A07VF97G,0,0,,,,0,0,0,0,0,1,0.000757339468691498,,2020-03-20,
