serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed
2AGH35GY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHB9XY,1,0,,2024-12-02,,0,0,0,0,1,0,0.023934177950110803,,2019-05-27,
2AGHDYHY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHEP9Y,1,0,,2024-07-26,,0,0,0,0,1,0,0.013990794501424065,,2019-05-27,
2AGHGR1Y,0,0,,,,0,0,0,0,0,1,0.004397285726580614,,2019-05-27,
2AGHGRLY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHGRRY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHJD4Y,0,1,2026-02-20,,,0,0,1,1,0,0,0.9983047252061844,0.9983047252061844,2019-06-01,2456.0
2AGHK55Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHK8MY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHLEUY,1,0,,2023-11-06,,0,0,0,0,1,0,0.006412493853086618,,2019-05-27,
2AGHLGTY,1,0,,2025-08-05,,0,0,0,0,1,0,0.6762306519252801,,2019-05-27,
2AGHLKHY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHLMXY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHLN0Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHMUTY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHMUYY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-06-01,
2AGHMW5Y,0,0,,,,0,0,0,0,0,1,0.010312140943991724,,2019-05-27,
2AGHMXGY,1,0,,2023-05-14,,0,0,0,0,1,0,0.007515128260820627,,2019-05-27,
2AGHMYTY,0,0,,,,0,0,0,0,0,1,0.012541972986281498,,2019-05-27,
2AGHMZMY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHN0TY,1,1,2020-09-15,2020-10-22,37.0,0,1,0,1,0,0,1.0,0.9999992425038449,2019-05-27,477.0
2AGHN0WY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHN16Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHN2AY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHN3XY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHPDKY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHSJ4Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHSS9Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGHTBYY,1,1,2024-08-31,2025-01-25,147.0,0,1,0,1,0,0,0.9999999729011421,0.9999604169790701,2019-05-27,1923.0
2AGHTGEY,1,0,,2023-03-14,,0,0,0,0,1,0,0.5288772633638501,,2019-05-27,
2AGHTKBY,0,0,,,,0,0,0,0,0,1,0.006882031480901671,,2019-05-27,
2AGLY65Y,1,0,,2023-11-20,,0,0,0,0,1,0,0.014748598598490597,,2019-08-13,
2AGM231Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-04,
2AGM23NY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-04,
2AGM5UVY,0,0,,,,0,0,0,0,0,1,0.6319820540539218,,2019-05-16,
2AGM5V7Y,1,0,,2025-12-05,,0,0,0,0,1,0,0.22534910941743164,,2019-05-16,
2AGM5VBY,0,0,,,,0,0,0,0,0,1,0.6319820540539218,,2019-05-16,
2AGM5VHY,1,0,,2025-01-18,,0,0,0,0,1,0,0.020902706531366683,,2019-08-14,
2AGM5W9Y,1,0,,2025-01-16,,0,0,0,0,1,0,0.02007542054894689,,2019-05-16,
2AGM5YEY,0,0,,,,0,0,0,0,0,1,0.006983760149452378,,2019-05-04,
2AGM8EMY,1,0,,2024-10-29,,0,0,0,0,1,0,0.41627365691242113,,2019-05-16,
2AGM8EUY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGM8J2Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGM8JAY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGM8LNY,0,1,2026-02-07,,,0,0,1,1,0,0,0.9984664448375009,0.9984664448375009,2019-05-04,2471.0
2AGM8RJY,0,0,,,,0,0,0,0,0,1,0.016575644878310907,,2019-08-13,
2AGM8RTY,0,1,2025-04-09,,,0,0,1,1,0,0,0.9997327559574429,0.9997327559574429,2019-05-16,2155.0
2AGM8UNY,1,1,2025-10-30,2026-03-12,133.0,0,1,0,1,0,0,0.9999999853357993,0.9999999853357993,2019-08-13,2270.0
2AGM8V7Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGM9MXY,1,0,,2025-09-21,,0,0,0,0,1,0,0.009180761700301066,,2019-05-04,
2AGM9PJY,0,0,,,,0,0,0,0,0,1,0.006044178587293972,,2019-05-04,
2AGM9RGY,1,0,,2022-12-23,,0,0,0,0,1,0,0.0012067170796848945,,2019-05-16,
2AGM9S6Y,0,0,,,,0,0,0,0,0,1,0.00460506338887331,,2019-05-16,
2AGM9SDY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-04,
2AGM9U1Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGMDJKY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-04,
2AGMDUAY,1,0,,2023-02-04,,0,0,0,0,1,0,0.006882031480901671,,2019-05-16,
2AGMDY1Y,0,0,,,,0,0,0,0,0,1,0.00449019940494306,,2019-08-14,
2AGME0XY,1,0,,2024-05-29,,0,0,0,0,1,0,0.5288772633638501,,2019-05-16,
2AGME3BY,0,0,,,,0,0,0,0,0,1,0.005052384321334719,,2019-05-16,
2AGME9PY,1,0,,2024-08-06,,0,0,0,0,1,0,0.8247732119422655,,2019-08-13,
2AGMGAYY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGMGDPY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGMGKLY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGMGXEY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGMH2YY,1,0,,2024-12-10,,0,0,0,0,1,0,0.0296721972193821,,2019-05-16,
2AGMH3JY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGMHK6Y,0,0,,,,0,0,0,0,0,1,0.004292743105731917,,2019-05-04,
2AGMHPEY,1,0,,2024-06-25,,0,0,0,0,1,0,0.012460899541609562,,2019-06-01,
2AGMHRYY,1,1,2024-05-06,2024-05-16,10.0,1,0,0,0,0,0,0.9999672660322294,0.9999672660322294,2019-05-16,1817.0
2AGMHTLY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-04,
2AGMHU7Y,1,0,,2024-07-08,,0,0,0,0,1,0,0.006198079543755359,,2019-05-04,
2AGMHVTY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGMHWAY,1,1,2023-09-09,2023-09-22,13.0,1,0,0,0,0,0,0.9999723801380659,0.9999723801380659,2019-08-14,1487.0
2AGMHXDY,1,1,2025-05-13,2025-06-02,20.0,1,0,0,0,0,0,0.9999824059048191,0.9999672660322294,2019-08-13,2100.0
2AGMHY3Y,1,0,,2025-11-18,,0,0,0,0,1,0,0.0061815153453465815,,2019-08-14,
2AGMHY5Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGMJ35Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-04,
2AGMJ3JY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGMJ3TY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGMJ47Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-06-01,
2AGMJ5BY,1,0,,2021-05-03,,0,0,0,0,1,0,0.0012067170796848945,,2019-05-04,
2AGMKV4Y,1,1,2026-01-28,2026-01-28,0.0,1,0,0,0,0,0,0.9999999883505072,0.9999999883505072,2019-05-04,2461.0
2AGMKVHY,1,0,,2023-05-06,,0,0,0,0,1,0,0.0162442322096446,,2019-08-13,
2AGMKVTY,1,0,,2024-12-04,,0,0,0,0,1,0,0.5288772633638501,,2019-08-14,
2AGMLMLY,0,0,,,,0,0,0,0,0,1,0.12806008931993756,,2019-08-14,
2AGMLSZY,1,1,2020-07-23,2020-07-30,7.0,1,0,0,0,0,0,0.9999992425038449,0.9999992425038449,2019-05-16,434.0
2AGMLT7Y,0,0,,,,0,0,0,0,0,1,0.1469310513706981,,2019-05-16,
2AGMLWNY,0,0,,,,0,0,0,0,0,1,0.029023173229689194,,2019-08-14,
2AGMLZLY,1,1,2026-02-11,2026-02-11,0.0,1,0,0,0,0,0,0.9999998888669493,0.9999998888669493,2019-05-16,2463.0
2AGMM0UY,0,1,2019-12-28,,,0,0,1,1,0,0,0.9999992928608097,0.9999992425038449,2019-05-16,226.0
2AGMMNKY,0,0,,,,0,0,0,0,0,1,0.0162442322096446,,2019-06-01,
2AGMMU1Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGMMU4Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGMNB7Y,1,0,,2023-03-30,,0,0,0,0,1,0,0.02541874781120314,,2019-05-16,
2AGMNBEY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGMND4Y,1,1,2025-10-15,2025-10-27,12.0,1,0,0,0,0,0,0.9999999994560846,0.9990624672149204,2019-05-04,2356.0
2AGMNE1Y,1,0,,2025-11-26,,0,0,0,0,1,0,0.037845746779686856,,2019-05-16,
2AGMNEBY,1,0,,2024-08-05,,0,0,0,0,1,0,0.511392918582195,,2019-05-04,
2AGMNG0Y,0,0,,,,0,0,0,0,0,1,0.04684954217563007,,2019-05-16,
2AGMNJKY,1,0,,2025-09-29,,0,0,0,0,1,0,0.802078939439345,,2019-05-16,
2AGMNM8Y,0,0,,,,0,0,0,0,0,1,0.020902706531366683,,2019-08-14,
2AGMNMWY,1,0,,2023-05-10,,0,0,0,0,1,0,0.0067148505878178435,,2019-05-16,
2AGMNTXY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGMNUVY,0,0,,,,0,0,0,0,0,1,0.0035008491021976482,,2019-05-04,
2AGMNWBY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGMNXRY,0,0,,,,0,0,0,0,0,1,0.020902706531366683,,2019-08-13,
2AGMP7ZY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGMPBWY,0,0,,,,0,0,0,0,0,1,0.013990794501424065,,2019-05-16,
2AGMPD8Y,1,0,,2023-11-21,,0,0,0,0,1,0,0.0012067170796848945,,2019-08-13,
2AGMPK3Y,0,0,,,,0,0,0,0,0,1,0.005227373302694911,,2019-05-04,
2AGMPL7Y,1,0,,2025-02-27,,0,0,0,0,1,0,0.016570861339775124,,2019-05-16,
2AGMPP1Y,0,0,,,,0,0,0,0,0,1,0.00460506338887331,,2019-05-16,
2AGMPP4Y,1,1,2025-08-27,2025-09-23,27.0,1,0,0,0,0,0,0.9999998954475267,0.9999998954475267,2019-05-16,2295.0
2AGMPPGY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGMPSSY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGMPT2Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGMPZ8Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGMS6PY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGMSHHY,1,0,,2022-08-12,,0,0,0,0,1,0,0.0036222964095406376,,2019-05-04,
2AGMTK0Y,1,0,,2025-08-30,,0,0,0,0,1,0,0.02830999178950086,,2019-05-16,
2AGMTL0Y,1,0,,2023-04-17,,0,0,0,0,1,0,0.0012067170796848945,,2019-05-04,
2AGMTXAY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGMUBMY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-06-01,
2AGMUBRY,1,0,,2024-08-04,,0,0,0,0,1,0,0.005324747587166817,,2019-08-13,
2AGMV9UY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGMVDDY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGMWHVY,1,0,,2024-07-19,,0,0,0,0,1,0,0.029023173229689194,,2019-05-16,
2AGMZLMY,1,0,,2023-05-16,,0,0,0,0,1,0,0.02878375745108203,,2019-08-13,
2AGN038Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGN03MY,0,0,,,,0,0,0,0,0,1,0.005324747587166817,,2019-08-13,
2AGN05MY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGN071Y,0,0,,,,0,0,0,0,0,1,0.0043397800382443275,,2019-08-13,
2AGN07AY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGN17RY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGN1YNY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGN29AY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGN43EY,0,0,,,,0,0,0,0,0,1,0.03231356494674087,,2019-08-13,
2AGN5A3Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-06-01,
2AGN7GZY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGN7XVY,0,0,,,,0,0,0,0,0,1,0.02329455788934279,,2019-08-14,
2AGN7XYY,0,0,,,,0,0,0,0,0,1,0.006882031480901671,,2019-05-27,
2AGN853Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGN8H9Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGN8Y9Y,0,0,,,,0,0,0,0,0,1,0.006882031480901671,,2019-08-13,
2AGN8ZGY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-06-01,
2AGN90RY,1,0,,2023-12-07,,0,0,0,0,1,0,0.6352019381103831,,2019-08-14,
2AGN9N4Y,1,1,2025-01-26,2025-03-06,39.0,0,1,0,1,0,0,0.9999604169790701,0.9999604169790701,2019-08-13,1993.0
2AGNAK7Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGNAKGY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGNAYKY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGNBWPY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGND0EY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGNEAHY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGNEK5Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGNEN9Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGNEREY,0,0,,,,0,0,0,0,0,1,0.005052384321334719,,2019-08-13,
2AGNGZPY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGNJE2Y,0,0,,,,0,0,0,0,0,1,0.004249965632297521,,2019-06-01,
2AGNJG7Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGNJGHY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGNJRYY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-06-01,
2AGNJTAY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGNJTRY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGNKB9Y,1,0,,2023-11-29,,0,0,0,0,1,0,0.0012067170796848945,,2019-08-13,
2AGNKGXY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGNKNJY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGNKSPY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGNKV4Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGNL61Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGNNTHY,0,0,,,,0,0,0,0,0,1,0.006385598414212713,,2019-05-16,
2AGNT47Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGP393Y,1,1,2019-08-08,2023-04-06,1337.0,0,1,0,1,0,0,0.9999992928608097,0.9999992928608097,2019-06-01,68.0
2AGP43EY,1,0,,2024-09-01,,0,0,0,0,1,0,0.006882031480901671,,2019-05-16,
2AGP5EDY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGP5GBY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGP5J1Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGP6TYY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGP6UBY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGP9W7Y,0,0,,,,0,0,0,0,0,1,0.05136287809684651,,2019-05-16,
2AGPHHKY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-06-01,
2AGPHHTY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-06-01,
2AGPJAVY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPJBGY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPJBNY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPJE5Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPJGPY,1,0,,2021-02-22,,0,0,0,0,1,0,0.0012067170796848945,,2019-05-16,
2AGPJH1Y,1,0,,2024-08-11,,0,0,0,0,1,0,0.02329455788934279,,2019-05-16,
2AGPJHAY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGPJHXY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPJL8Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPJLWY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGPJMRY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGPJP0Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPK9HY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGPKA3Y,0,0,,,,0,0,0,0,0,1,0.005324747587166817,,2019-08-14,
2AGPKALY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPKARY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPKB2Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPKTUY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPKVGY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPKWNY,1,0,,2023-10-29,,0,0,0,0,1,0,0.02634789841474001,,2019-05-16,
2AGPKX4Y,0,0,,,,0,0,0,0,0,1,0.02369688865770464,,2019-05-16,
2AGPL2YY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPL4UY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPL4ZY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPLSSY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPMDVY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPMEPY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPMGGY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPMM3Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPMN9Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPMRDY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPMY1Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPN6PY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPPJAY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPPLLY,1,0,,2023-11-29,,0,0,0,0,1,0,0.09274274297452914,,2019-05-16,
2AGPR6YY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPR7RY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPR8EY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPRL8Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPRMLY,1,0,,2026-03-26,,0,0,0,0,1,0,0.006882031480901671,,2019-08-13,
2AGPRMRY,1,0,,2024-08-12,,0,0,0,0,1,0,0.0043397800382443275,,2019-05-04,
2AGPRRJY,0,1,2026-02-08,,,0,0,1,1,0,0,0.9980703503644097,0.9980703503644097,2019-05-04,2472.0
2AGPS2ZY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPSEDY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPSG5Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-27,
2AGPSGKY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGPSJKY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGPSRUY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-05-16,
2AGPT2PY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-14,
2AGPT48Y,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-06-01,
2AGPT7PY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-08-13,
2AGPTL4Y,0,0,,,,0,0,0,0,0,1,0.0043397800382443275,,2019-05-27,
2AGPTVLY,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2019-06-01,
5PG0TA6F,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2020-07-14,
5PG0TAKF,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2020-05-10,
5PJEJUHE,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2021-12-28,
5PJJHD9C,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2022-07-18,
5PJJLZTF,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2021-12-03,
5PJKZP4D,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2022-08-04,
5PJVPJGF,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2021-05-16,
5PK10N4B,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2024-12-22,
5PK5ZB1B,0,0,,,,0,0,0,0,0,1,0.008660412472205774,,2024-04-29,
5PKEBJVB,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2023-11-27,
5PKVXW6B,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2024-06-01,
5QG63PMB,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2024-05-28,
5QGBH0MB,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2023-12-09,
5QGG5KLB,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2023-04-05,
5QGG5UPB,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2022-12-06,
5QGGAELB,1,0,,2025-06-04,,0,0,0,0,1,0,0.33294108958771845,,2023-03-28,
5QGGHWVB,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2023-12-16,
5QH0Z60B,1,0,,2024-05-14,,0,0,0,0,1,0,0.07476252038954921,,2023-10-22,
5QHDKVHB,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2023-11-17,
5QHKE66B,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2024-04-18,
5QHYP4MB,0,0,,,,0,0,0,0,0,1,0.0012067170796848945,,2024-05-15,
